#Cancer_type	Sample	Sig	96c	80c	80c_ajusted	LR(80c_adj/96c)
Bone-Epith	SP116401	SBS5	730.0	501.0	721.0	-0.005380179388221355
Bone-Epith	SP116401	SBS40	773.0	654.0	782.0	0.005020801375050812
Bone-Epith	SP116409	SBS1	158.0	145.0	149.0	-0.025305865264770234
Bone-Epith	SP116409	SBS5	465.0	454.0	653.0	0.14719183163426708
Bone-Epith	SP116409	SBS17a	64.0	31.0	143.0	0.3454491354523941
Bone-Epith	SP116409	SBS17b	159.0	152.0	158.0	-0.0027228583354732883
Bone-Epith	SP116409	SBS40	1819.0	1401.0	1674.0	-0.036056576612210775
Bone-Epith	SP116416	SBS1	152.0	141.0	145.0	-0.020338575033161683
Bone-Epith	SP116416	SBS5	265.0	272.0	391.0	0.16840443038939024
Bone-Epith	SP116416	SBS40	714.0	517.0	618.0	-0.06261539278096265
Bone-Epith	SP116424	SBS1	146.0	134.0	138.0	-0.024302534494080996
Bone-Epith	SP116424	SBS5	344.0	362.0	521.0	0.17985140792898802
Bone-Epith	SP116424	SBS40	296.0	157.0	188.0	-0.19629464514396822
Bone-Osteosarc	SP116515	SBS1	115.0	88.0	90.0	-0.1054165969058249
Bone-Osteosarc	SP116515	SBS5	224.0	643.0	925.0	0.6144284685705719
Bone-Osteosarc	SP116515	SBS30	142.0	5.0	5.0	-1.3771847870814182
Bone-Osteosarc	SP116515	SBS40	1421.0	908.0	1085.0	-0.11706977114091936
Bone-Osteosarc	SP116499	SBS1	231.0	250.0	257.0	0.04613172107233047
Bone-Osteosarc	SP116499	SBS2	153.0	157.0	157.0	0.01113636611795956
Bone-Osteosarc	SP116499	SBS3	2304.0	1635.0	2006.0	-0.060123557238181406
Bone-Osteosarc	SP116499	SBS5	776.0	178.0	256.0	-0.4804878954696197
Bone-Osteosarc	SP116499	SBS13	159.0	165.0	166.0	0.01859648849165848
Bone-Osteosarc	SP116499	SBS40	1040.0	1259.0	1505.0	0.16037424235414563
Bone-Osteosarc	SP116505	SBS1	271.0	225.0	231.0	-0.06908091914329906
Bone-Osteosarc	SP116505	SBS2	91.0	76.0	76.0	-0.07729710217307337
Bone-Osteosarc	SP116505	SBS5	863.0	1167.0	1679.0	0.28879553924696955
Bone-Osteosarc	SP116505	SBS40	1296.0	683.0	816.0	-0.2007179195516646
Bone-Osteosarc	SP116509	SBS1	113.0	64.0	66.0	-0.23083004863564613
Bone-Osteosarc	SP116509	SBS3	2360.0	1182.0	1450.0	-0.2114285746409911
Bone-Osteosarc	SP116509	SBS5	1632.0	2245.0	3231.0	0.2964851673658804
Bone-Osteosarc	SP116509	SBS30	3290.0	2954.0	2995.0	-0.040786073266944695
Bone-Osteosarc	SP116437	SBS1	172.0	159.0	163.0	-0.023202255081097543
Bone-Osteosarc	SP116437	SBS2	37.0	35.0	35.0	-0.023481095849522914
Bone-Osteosarc	SP116437	SBS5	506.0	471.0	678.0	0.1268618149471657
Bone-Osteosarc	SP116437	SBS13	38.0	38.0	38.0	0.0
Bone-Osteosarc	SP116437	SBS40	535.0	361.0	431.0	-0.09368104287785793
Bone-Osteosarc	SP116512	SBS1	180.0	189.0	194.0	0.03235603649333351
Bone-Osteosarc	SP116512	SBS3	2757.0	1785.0	2190.0	-0.09995188427912564
Bone-Osteosarc	SP116512	SBS5	347.0	71.0	102.0	-0.5287420192414087
Bone-Osteosarc	SP116512	SBS40	2581.0	2505.0	2994.0	0.06444058879492867
Bone-Osteosarc	SP116465	SBS1	125.0	132.0	135.0	0.03316836325265459
Bone-Osteosarc	SP116465	SBS3	523.0	338.0	415.0	-0.10023795635698392
Bone-Osteosarc	SP116465	SBS5	407.0	145.0	209.0	-0.2884408683559607
Bone-Osteosarc	SP116465	SBS17a	75.0	40.0	184.0	0.3863581361222224
Bone-Osteosarc	SP116465	SBS17b	33.0	30.0	31.0	-0.026328938722349152
Bone-Osteosarc	SP116465	SBS40	849.0	857.0	1024.0	0.08130493967748034
Bone-Osteosarc	SP116496	SBS1	241.0	233.0	239.0	-0.003604124268825242
Bone-Osteosarc	SP116496	SBS2	102.0	110.0	110.0	0.03248575408148521
Bone-Osteosarc	SP116496	SBS5	2578.0	1784.0	2567.0	-0.001856322741121844
Bone-Osteosarc	SP116496	SBS13	468.0	474.0	476.0	0.00734553632503065
Bone-Osteosarc	SP116496	SBS17a	494.0	196.0	903.0	0.26156323154179456
Bone-Osteosarc	SP116496	SBS17b	1034.0	988.0	1028.0	-0.0025249750305036305
Bone-Osteosarc	SP116496	SBS40	4595.0	3741.0	4471.0	-0.011878225137880682
Bone-Osteosarc	SP116525	SBS1	463.0	410.0	421.0	-0.04120552959320703
Bone-Osteosarc	SP116525	SBS2	375.0	355.0	355.0	-0.023737846954785886
Bone-Osteosarc	SP116525	SBS5	1250.0	1512.0	2176.0	0.2406011193476744
Bone-Osteosarc	SP116525	SBS13	150.0	152.0	153.0	0.008543773543293673
Bone-Osteosarc	SP116525	SBS40	2528.0	1658.0	1982.0	-0.10562611513910208
Bone-Osteosarc	SP116481	SBS1	229.0	215.0	221.0	-0.01537486156695426
Bone-Osteosarc	SP116481	SBS2	431.0	436.0	436.0	0.004997690155509793
Bone-Osteosarc	SP116481	SBS5	632.0	517.0	744.0	0.07075256273093773
Bone-Osteosarc	SP116481	SBS13	376.0	385.0	387.0	0.012490375388414375
Bone-Osteosarc	SP116481	SBS40	2058.0	1580.0	1888.0	-0.037424388696197776
Bone-Osteosarc	SP116586	SBS1	160.0	160.0	164.0	0.010658068182056593
Bone-Osteosarc	SP116586	SBS3	1916.0	1328.0	1629.0	-0.0704345084741048
Bone-Osteosarc	SP116586	SBS5	734.0	443.0	638.0	-0.06078648092579475
Bone-Osteosarc	SP116586	SBS40	866.0	906.0	1083.0	0.09701018472615783
Bone-Osteosarc	SP116528	SBS1	416.0	421.0	432.0	0.016351841379607917
Bone-Osteosarc	SP116528	SBS2	29.0	39.0	39.0	0.12493873660829993
Bone-Osteosarc	SP116528	SBS5	2225.0	1261.0	1815.0	-0.0884093158136232
Bone-Osteosarc	SP116528	SBS13	158.0	162.0	163.0	0.0134467237272464
Bone-Osteosarc	SP116528	SBS40	2205.0	1982.0	2369.0	0.03114283790593209
Bone-Osteosarc	SP116589	SBS1	291.0	329.0	338.0	0.0648168467546639
Bone-Osteosarc	SP116589	SBS3	5604.0	4019.0	4930.0	-0.055640614399854224
Bone-Osteosarc	SP116589	SBS5	1277.0	271.0	390.0	-0.5143540964265145
Bone-Osteosarc	SP116589	SBS40	2063.0	2527.0	3020.0	0.16544103231810672
Bone-Osteosarc	SP116406	SBS1	226.0	197.0	202.0	-0.048529819279909826
Bone-Osteosarc	SP116406	SBS2	64.0	59.0	59.0	-0.03476210625921192
Bone-Osteosarc	SP116406	SBS5	561.0	679.0	977.0	0.24060253921854036
Bone-Osteosarc	SP116406	SBS13	114.0	118.0	119.0	0.018483405694013133
Bone-Osteosarc	SP116406	SBS40	1764.0	1242.0	1484.0	-0.07501825607061023
Bone-Osteosarc	SP116484	SBS1	125.0	106.0	109.0	-0.05897785995933785
Bone-Osteosarc	SP116484	SBS5	415.0	530.0	763.0	0.26400002794894717
Bone-Osteosarc	SP116484	SBS40	593.0	322.0	385.0	-0.18719914030943857
Bone-Osteosarc	SP116453	SBS1	240.0	232.0	238.0	-0.003619141626730686
Bone-Osteosarc	SP116453	SBS3	804.0	581.0	713.0	-0.05209766859169413
Bone-Osteosarc	SP116453	SBS5	477.0	370.0	532.0	0.047299312414453426
Bone-Osteosarc	SP116453	SBS30	169.0	156.0	158.0	-0.029051797057822442
Bone-Osteosarc	SP116453	SBS40	787.0	694.0	829.0	0.022551874886518584
Bone-Osteosarc	SP116469	SBS1	155.0	137.0	141.0	-0.04083625397140512
Bone-Osteosarc	SP116469	SBS5	1681.0	1577.0	2270.0	0.13039114275784183
Bone-Osteosarc	SP116469	SBS8	854.0	636.0	689.0	-0.09311702399091736
Bone-Osteosarc	SP116469	SBS30	211.0	9.0	9.0	-1.3263358609287514
Bone-Osteosarc	SP116469	SBS40	26.0	60.0	72.0	0.4319590959614686
Bone-Osteosarc	SP116578	SBS1	249.0	253.0	260.0	0.01870049866624337
Bone-Osteosarc	SP116578	SBS3	1655.0	1256.0	1541.0	-0.030975958733923156
Bone-Osteosarc	SP116578	SBS5	879.0	450.0	648.0	-0.13223797534979936
Bone-Osteosarc	SP116578	SBS40	2381.0	2161.0	2583.0	0.0353507521762878
Bone-Osteosarc	SP116531	SBS1	130.0	108.0	111.0	-0.06805327298558266
Bone-Osteosarc	SP116531	SBS5	515.0	600.0	863.0	0.22386404085168196
Bone-Osteosarc	SP116531	SBS40	550.0	289.0	345.0	-0.20207550005900848
Bone-Osteosarc	SP116593	SBS1	102.0	86.0	88.0	-0.06344721806025945
Bone-Osteosarc	SP116593	SBS2	315.0	314.0	314.0	-0.0013765288288033156
Bone-Osteosarc	SP116593	SBS5	911.0	845.0	1216.0	0.1252957399016488
Bone-Osteosarc	SP116593	SBS13	126.0	133.0	134.0	0.026530047539049296
Bone-Osteosarc	SP116593	SBS40	2167.0	1583.0	1892.0	-0.058908663902552554
Bone-Osteosarc	SP116487	SBS1	143.0	130.0	133.0	-0.031257693730442015
Bone-Osteosarc	SP116487	SBS2	57.0	56.0	56.0	-0.007553137890445899
Bone-Osteosarc	SP116487	SBS5	252.0	287.0	413.0	0.21387981994508107
Bone-Osteosarc	SP116487	SBS13	75.0	79.0	79.0	0.022276394711152208
Bone-Osteosarc	SP116487	SBS40	1259.0	943.0	1127.0	-0.0480614454702394
Bone-Osteosarc	SP116456	SBS1	178.0	170.0	174.0	-0.009814982293598718
Bone-Osteosarc	SP116456	SBS2	66.0	67.0	67.0	0.006434110005409903
Bone-Osteosarc	SP116456	SBS5	1353.0	984.0	1416.0	0.019751185898334907
Bone-Osteosarc	SP116456	SBS13	35.0	37.0	37.0	0.0234810958495229
Bone-Osteosarc	SP116456	SBS40	736.0	559.0	668.0	-0.042041370091228374
Bone-Osteosarc	SP116472	SBS1	168.0	170.0	174.0	0.015151344072620886
Bone-Osteosarc	SP116472	SBS5	1135.0	646.0	930.0	-0.08642865039365745
Bone-Osteosarc	SP116472	SBS17a	366.0	175.0	806.0	0.34220747046998107
Bone-Osteosarc	SP116472	SBS17b	843.0	800.0	832.0	-0.005697445218867464
Bone-Osteosarc	SP116472	SBS40	3622.0	3024.0	3614.0	-0.0009600324039871829
Bone-Osteosarc	SP116518	SBS1	405.0	343.0	352.0	-0.06075132818937155
Bone-Osteosarc	SP116518	SBS2	391.0	414.0	414.0	0.024762029691635455
Bone-Osteosarc	SP116518	SBS5	1250.0	1488.0	2141.0	0.23356215680241688
Bone-Osteosarc	SP116518	SBS13	379.0	411.0	413.0	0.037216744504088815
Bone-Osteosarc	SP116518	SBS17a	388.0	601.0	2769.0	0.8525301677387408
Bone-Osteosarc	SP116518	SBS17b	440.0	396.0	412.0	-0.028488537811437512
Bone-Osteosarc	SP116518	SBS40	10858.0	8093.0	9673.0	-0.05018375007532057
Bone-Osteosarc	SP116412	SBS1	177.0	171.0	175.0	-0.00490733449474417
Bone-Osteosarc	SP116412	SBS2	114.0	111.0	111.0	-0.011479817683430054
Bone-Osteosarc	SP116412	SBS3	1055.0	773.0	948.0	-0.04639770577050078
Bone-Osteosarc	SP116412	SBS5	13.0	22.0	32.0	0.37238590419964945
Bone-Osteosarc	SP116412	SBS13	186.0	187.0	188.0	0.004620197636745192
Bone-Osteosarc	SP116412	SBS40	961.0	854.0	1021.0	0.02627582376088092
Bone-Osteosarc	SP116534	SBS1	112.0	85.0	87.0	-0.1085957713332511
Bone-Osteosarc	SP116534	SBS5	121.0	386.0	556.0	0.6594953644989807
Bone-Osteosarc	SP116534	SBS40	1351.0	900.0	1076.0	-0.09876098830763555
Bone-Osteosarc	SP116596	SBS1	407.0	395.0	405.0	-0.0021341295126858307
Bone-Osteosarc	SP116596	SBS3	2523.0	1724.0	2115.0	-0.07657368720894853
Bone-Osteosarc	SP116596	SBS17a	153.0	137.0	631.0	0.6131963574459219
Bone-Osteosarc	SP116596	SBS17b	100.0	90.0	94.0	-0.026597768493794832
Bone-Osteosarc	SP116596	SBS40	3555.0	3129.0	3740.0	0.02202595590002894
Bone-Osteosarc	SP116490	SBS1	276.0	267.0	274.0	-0.0031470752341859
Bone-Osteosarc	SP116490	SBS40	4782.0	3979.0	4756.0	-0.002367229452062445
Bone-Osteosarc	SP116459	SBS1	330.0	322.0	330.0	0.0
Bone-Osteosarc	SP116459	SBS2	239.0	251.0	251.0	0.021189299069938092
Bone-Osteosarc	SP116459	SBS5	1036.0	659.0	948.0	-0.03851254396174829
Bone-Osteosarc	SP116459	SBS13	300.0	312.0	314.0	0.019744058195757187
Bone-Osteosarc	SP116459	SBS40	3981.0	3251.0	3886.0	-0.010486715060124349
Bone-Osteosarc	SP116475	SBS1	180.0	163.0	167.0	-0.032369293143321674
Bone-Osteosarc	SP116475	SBS5	440.0	447.0	643.0	0.16444727789197355
Bone-Osteosarc	SP116475	SBS40	2321.0	1809.0	2162.0	-0.03080569596346355
Bone-Osteosarc	SP116520	SBS1	169.0	173.0	178.0	0.022404109601619256
Bone-Osteosarc	SP116520	SBS2	501.0	496.0	497.0	-0.003474374385301795
Bone-Osteosarc	SP116520	SBS3	2687.0	1825.0	2239.0	-0.0791812460476248
Bone-Osteosarc	SP116520	SBS5	599.0	287.0	413.0	-0.16115090926274472
Bone-Osteosarc	SP116520	SBS13	222.0	230.0	231.0	0.017183121842738954
Bone-Osteosarc	SP116520	SBS40	2043.0	2025.0	2420.0	0.07351389797905776
Bone-Osteosarc	SP116431	SBS1	236.0	182.0	187.0	-0.10059049674642402
Bone-Osteosarc	SP116431	SBS5	2155.0	2284.0	3287.0	0.1832830523533117
Bone-Osteosarc	SP116431	SBS8	1470.0	1378.0	1494.0	0.007028519932918346
Bone-Osteosarc	SP116431	SBS17a	260.0	91.0	419.0	0.20660878305961952
Bone-Osteosarc	SP116431	SBS17b	1142.0	1110.0	1155.0	0.004911603689228542
Bone-Osteosarc	SP116431	SBS40	3792.0	2433.0	2908.0	-0.11523912145573136
Bone-Osteosarc	SP116582	SBS1	417.0	382.0	392.0	-0.026783731399608515
Bone-Osteosarc	SP116582	SBS2	329.0	330.0	330.0	0.001314053897831221
Bone-Osteosarc	SP116582	SBS5	2454.0	2025.0	2914.0	0.07458706263604564
Bone-Osteosarc	SP116582	SBS13	267.0	280.0	281.0	0.022114314290572288
Bone-Osteosarc	SP116582	SBS40	3522.0	2594.0	3100.0	-0.05541087694391609
Bone-Osteosarc	SP116599	SBS1	316.0	289.0	297.0	-0.02684299814149624
Bone-Osteosarc	SP116599	SBS2	98.0	94.0	94.0	-0.017911589308702167
Bone-Osteosarc	SP116599	SBS5	537.0	603.0	868.0	0.2082375007822773
Bone-Osteosarc	SP116599	SBS13	36.0	39.0	39.0	0.03385826726096742
Bone-Osteosarc	SP116599	SBS40	1603.0	1146.0	1370.0	-0.06816690915863202
Bone-Osteosarc	SP116478	SBS1	206.0	176.0	181.0	-0.055898957471842946
Bone-Osteosarc	SP116478	SBS2	572.0	542.0	543.0	-0.022555722269210054
Bone-Osteosarc	SP116478	SBS3	1840.0	1187.0	1456.0	-0.10159423673402457
Bone-Osteosarc	SP116478	SBS5	1407.0	1375.0	1979.0	0.1480625354554377
Bone-Osteosarc	SP116478	SBS13	440.0	437.0	439.0	-0.000985912981651122
Bone-Osteosarc	SP116462	SBS1	136.0	120.0	123.0	-0.043298881994171694
Bone-Osteosarc	SP116462	SBS2	52.0	48.0	48.0	-0.03407978957227538
Bone-Osteosarc	SP116462	SBS5	256.0	334.0	481.0	0.27311391490755504
Bone-Osteosarc	SP116462	SBS13	76.0	78.0	78.0	0.01113636611795956
Bone-Osteosarc	SP116462	SBS40	1233.0	907.0	1084.0	-0.05588542151267458
Bone-Osteosarc	SP116523	SBS1	393.0	412.0	423.0	0.03186963476715847
Bone-Osteosarc	SP116523	SBS5	1075.0	325.0	468.0	-0.36063942861528714
Bone-Osteosarc	SP116523	SBS40	1616.0	1625.0	1942.0	0.07976278069338137
Bone-Osteosarc	SP116434	SBS1	58.0	51.0	52.0	-0.04657614204135512
Bone-Osteosarc	SP116434	SBS3	229.0	133.0	163.0	-0.146883987969895
Bone-Osteosarc	SP116434	SBS5	91.0	146.0	210.0	0.36049462795213744
Bone-Osteosarc	SP116434	SBS30	36.0	17.0	17.0	-0.3129292189636889
Breast-AdenoCA	SP117956	SBS1	215.0	196.0	201.0	-0.029102381704307106
Breast-AdenoCA	SP117956	SBS5	1714.0	1352.0	1946.0	0.055101827141242385
Breast-AdenoCA	SP117975	SBS1	445.0	414.0	425.0	-0.019925259609422957
Breast-AdenoCA	SP117975	SBS2	134.0	113.0	113.0	-0.07342891715853353
Breast-AdenoCA	SP117975	SBS5	1844.0	1509.0	2172.0	0.07106335582544537
Breast-AdenoCA	SP117975	SBS13	77.0	60.0	60.0	-0.10676476767971337
Breast-AdenoCA	SP2149	SBS1	440.0	364.0	374.0	-0.07040732174011971
Breast-AdenoCA	SP2149	SBS2	133.0	71.0	71.0	-0.2697723019335392
Breast-AdenoCA	SP2149	SBS3	7173.0	5227.0	6412.0	-0.04870013242270865
Breast-AdenoCA	SP2149	SBS5	2197.0	2586.0	3722.0	0.2288653481309205
Breast-AdenoCA	SP2149	SBS13	281.0	272.0	273.0	-0.01249854549897315
Breast-AdenoCA	SP2149	SBS18	800.0	645.0	673.0	-0.07497261954891786
Breast-AdenoCA	SP117113	SBS1	375.0	355.0	364.0	-0.012894980471186358
Breast-AdenoCA	SP117113	SBS2	103.0	91.0	91.0	-0.053245511953225105
Breast-AdenoCA	SP117113	SBS5	1142.0	941.0	1354.0	0.0738930648151428
Breast-AdenoCA	SP117113	SBS13	0.0	0.0	0.0	0.0
Breast-AdenoCA	SP117113	SBS18	496.0	421.0	440.0	-0.05191779926549356
Breast-AdenoCA	SP117245	SBS1	356.0	331.0	340.0	-0.019913837119695455
Breast-AdenoCA	SP117245	SBS2	301.0	281.0	281.0	-0.029757834637789537
Breast-AdenoCA	SP117245	SBS5	1716.0	1397.0	2011.0	0.06885768122297327
Breast-AdenoCA	SP117245	SBS13	165.0	147.0	148.0	-0.04692181962778109
Breast-AdenoCA	SP117402	SBS1	311.0	284.0	291.0	-0.0287717425700245
Breast-AdenoCA	SP117402	SBS2	773.0	748.0	749.0	-0.013679697291192575
Breast-AdenoCA	SP117402	SBS5	1917.0	1568.0	2257.0	0.07087533475430427
Breast-AdenoCA	SP117402	SBS13	966.0	932.0	937.0	-0.01322363570393723
Breast-AdenoCA	SP117136	SBS1	242.0	229.0	235.0	-0.012694270628205597
Breast-AdenoCA	SP117136	SBS5	1052.0	815.0	1173.0	0.04723972572610912
Breast-AdenoCA	SP117136	SBS18	199.0	165.0	172.0	-0.06298389253518578
Breast-AdenoCA	SP117378	SBS1	190.0	177.0	182.0	-0.018582277517298088
Breast-AdenoCA	SP117378	SBS2	36.0	28.0	28.0	-0.10580372616803892
Breast-AdenoCA	SP117378	SBS5	1610.0	1221.0	1757.0	0.03792333031853507
Breast-AdenoCA	SP117378	SBS13	7.0	1.0	1.0	-0.6020599913279624
Breast-AdenoCA	SP116947	SBS1	364.0	337.0	346.0	-0.021963389665600998
Breast-AdenoCA	SP116947	SBS2	108.0	91.0	91.0	-0.07363867059506835
Breast-AdenoCA	SP116947	SBS5	2150.0	1707.0	2457.0	0.05794146816297274
Breast-AdenoCA	SP116947	SBS13	85.0	69.0	69.0	-0.08940041122931089
Breast-AdenoCA	SP117369	SBS1	269.0	224.0	230.0	-0.06775178426684303
Breast-AdenoCA	SP117369	SBS2	29732.0	29512.0	29545.0	-0.002740037366028859
Breast-AdenoCA	SP117369	SBS5	2522.0	2550.0	3670.0	0.16286713398641214
Breast-AdenoCA	SP117369	SBS13	23131.0	22803.0	22919.0	-0.003998570336204668
Breast-AdenoCA	SP117244	SBS1	170.0	154.0	158.0	-0.03159898607170235
Breast-AdenoCA	SP117244	SBS2	616.0	600.0	601.0	-0.010688672775417154
Breast-AdenoCA	SP117244	SBS5	1001.0	845.0	1216.0	0.08442285669883808
Breast-AdenoCA	SP117244	SBS13	513.0	493.0	496.0	-0.014606730261943613
Breast-AdenoCA	SP117162	SBS1	527.0	492.0	505.0	-0.018483405694013126
Breast-AdenoCA	SP117162	SBS2	142.0	124.0	124.0	-0.05842602445700537
Breast-AdenoCA	SP117162	SBS3	920.0	606.0	743.0	-0.09268669465097021
Breast-AdenoCA	SP117162	SBS5	1046.0	1004.0	1445.0	0.14022161127966964
Breast-AdenoCA	SP117162	SBS13	71.0	68.0	68.0	-0.018483405694013126
Breast-AdenoCA	SP117162	SBS18	293.0	253.0	264.0	-0.045101456475349445
Breast-AdenoCA	SP117079	SBS1	184.0	171.0	175.0	-0.021659060588863955
Breast-AdenoCA	SP117079	SBS2	1122.0	1105.0	1106.0	-0.006232135382734993
Breast-AdenoCA	SP117079	SBS5	1214.0	977.0	1406.0	0.06371781950041475
Breast-AdenoCA	SP117079	SBS13	649.0	631.0	634.0	-0.010139631350879919
Breast-AdenoCA	SP117344	SBS1	303.0	263.0	270.0	-0.049904292734348
Breast-AdenoCA	SP117344	SBS2	134.0	102.0	102.0	-0.11749654378983392
Breast-AdenoCA	SP117344	SBS3	2952.0	2137.0	2622.0	-0.05146515637472486
Breast-AdenoCA	SP117344	SBS5	850.0	1039.0	1495.0	0.2450020334438547
Breast-AdenoCA	SP117344	SBS13	73.0	58.0	58.0	-0.09837970808883202
Breast-AdenoCA	SP117344	SBS41	345.0	302.0	402.0	0.06622894734833286
Breast-AdenoCA	SP118074	SBS1	940.0	893.0	916.0	-0.01122028775723583
Breast-AdenoCA	SP118074	SBS2	221.0	192.0	192.0	-0.06079566544286487
Breast-AdenoCA	SP118074	SBS5	3496.0	2823.0	4063.0	0.06525806696661805
Breast-AdenoCA	SP118074	SBS13	347.0	335.0	337.0	-0.01266254366892619
Breast-AdenoCA	SP118074	SBS18	1252.0	1089.0	1137.0	-0.04180880893509765
Breast-AdenoCA	SP118074	SBS41	623.0	410.0	546.0	-0.057197263348993214
Breast-AdenoCA	SP117598	SBS1	176.0	160.0	164.0	-0.030489322147900365
Breast-AdenoCA	SP117598	SBS5	1785.0	1416.0	2038.0	0.0575357712256124
Breast-AdenoCA	SP117312	SBS1	353.0	329.0	338.0	-0.018803563822705663
Breast-AdenoCA	SP117312	SBS2	189.0	174.0	174.0	-0.035715552266534535
Breast-AdenoCA	SP117312	SBS5	1295.0	1064.0	1531.0	0.07265376376201058
Breast-AdenoCA	SP117312	SBS13	403.0	385.0	387.0	-0.01754963951639774
Breast-AdenoCA	SP118038	SBS1	190.0	150.0	154.0	-0.09070166907743604
Breast-AdenoCA	SP118038	SBS2	2543.0	2468.0	2471.0	-0.012468640559598032
Breast-AdenoCA	SP118038	SBS5	3486.0	3082.0	4435.0	0.10453959010114593
Breast-AdenoCA	SP118038	SBS13	3022.0	2913.0	2928.0	-0.013718775496218421
Breast-AdenoCA	SP117552	SBS1	226.0	213.0	219.0	-0.013603176370916492
Breast-AdenoCA	SP117552	SBS2	46.0	37.0	37.0	-0.09231426131890734
Breast-AdenoCA	SP117552	SBS5	769.0	655.0	943.0	0.08848126912558708
Breast-AdenoCA	SP117552	SBS13	8.0	3.0	3.0	-0.35218251811136253
Breast-AdenoCA	SP117552	SBS18	206.0	160.0	167.0	-0.09066106373105487
Breast-AdenoCA	SP118073	SBS1	368.0	346.0	355.0	-0.01557636818618518
Breast-AdenoCA	SP118073	SBS5	1185.0	1037.0	1492.0	0.0999751186967816
Breast-AdenoCA	SP118073	SBS18	340.0	258.0	269.0	-0.10139061483351043
Breast-AdenoCA	SP117933	SBS1	156.0	145.0	149.0	-0.01980839335355249
Breast-AdenoCA	SP117933	SBS5	1047.0	822.0	1183.0	0.05299041973919317
Breast-AdenoCA	SP118012	SBS1	250.0	236.0	242.0	-0.01406744788272594
Breast-AdenoCA	SP118012	SBS2	109.0	98.0	98.0	-0.045757490560675115
Breast-AdenoCA	SP118012	SBS5	1146.0	929.0	1337.0	0.06689269553053667
Breast-AdenoCA	SP118012	SBS13	5.0	1.0	1.0	-0.47712125471966244
Breast-AdenoCA	SP118012	SBS18	201.0	157.0	164.0	-0.08786742523271751
Breast-AdenoCA	SP117108	SBS1	315.0	298.0	306.0	-0.012548707141217351
Breast-AdenoCA	SP117108	SBS5	1017.0	839.0	1207.0	0.07431915628437306
Breast-AdenoCA	SP117108	SBS18	610.0	537.0	561.0	-0.03630489467349314
Breast-AdenoCA	SP117812	SBS1	254.0	237.0	243.0	-0.019150354095225728
Breast-AdenoCA	SP117812	SBS5	1207.0	997.0	1435.0	0.0750875056211685
Breast-AdenoCA	SP117812	SBS18	212.0	155.0	162.0	-0.11619199903477989
Breast-AdenoCA	SP117354	SBS1	392.0	363.0	372.0	-0.0226837185667391
Breast-AdenoCA	SP117354	SBS2	121.0	97.0	97.0	-0.09513375498225338
Breast-AdenoCA	SP117354	SBS5	1963.0	1666.0	2398.0	0.08688876451689975
Breast-AdenoCA	SP117354	SBS13	70.0	56.0	56.0	-0.09538349304658386
Breast-AdenoCA	SP117354	SBS18	743.0	611.0	638.0	-0.06607207738747853
Breast-AdenoCA	SP117370	SBS1	328.0	309.0	317.0	-0.014768777965541631
Breast-AdenoCA	SP117370	SBS2	115.0	103.0	103.0	-0.047424649928138114
Breast-AdenoCA	SP117370	SBS5	1018.0	850.0	1223.0	0.07960723380311602
Breast-AdenoCA	SP117370	SBS13	22.0	16.0	16.0	-0.13127891463931898
Breast-AdenoCA	SP117370	SBS18	302.0	246.0	257.0	-0.06982292253907486
Breast-AdenoCA	SP116991	SBS1	335.0	311.0	319.0	-0.021189299069938095
Breast-AdenoCA	SP116991	SBS2	305.0	284.0	284.0	-0.030876566473069786
Breast-AdenoCA	SP116991	SBS5	1512.0	1280.0	1842.0	0.08568640719588709
Breast-AdenoCA	SP116991	SBS13	68.0	58.0	58.0	-0.06799707909511112
Breast-AdenoCA	SP116991	SBS18	326.0	243.0	254.0	-0.10800757222633091
Breast-AdenoCA	SP117629	SBS1	274.0	226.0	232.0	-0.07197677280424367
Breast-AdenoCA	SP117629	SBS2	264.0	221.0	221.0	-0.0768928994861692
Breast-AdenoCA	SP117629	SBS3	3480.0	2432.0	2983.0	-0.06690520448365721
Breast-AdenoCA	SP117629	SBS5	1335.0	1567.0	2255.0	0.22753263717177782
Breast-AdenoCA	SP117629	SBS13	439.0	425.0	427.0	-0.01200890747301538
Breast-AdenoCA	SP124199	SBS1	462.0	425.0	436.0	-0.025099554047531294
Breast-AdenoCA	SP124199	SBS2	397.0	363.0	363.0	-0.03878168842463187
Breast-AdenoCA	SP124199	SBS5	1977.0	1673.0	2408.0	0.0856105127371828
Breast-AdenoCA	SP124199	SBS13	14.0	0.0	0.0	-1.1760912590556813
Breast-AdenoCA	SP124195	SBS1	455.0	431.0	442.0	-0.01256111644136544
Breast-AdenoCA	SP124195	SBS2	109.0	95.0	95.0	-0.05912145211865665
Breast-AdenoCA	SP124195	SBS5	1219.0	1023.0	1472.0	0.08184291616788271
Breast-AdenoCA	SP124195	SBS13	34.0	26.0	26.0	-0.11270428019128831
Breast-AdenoCA	SP124195	SBS18	238.0	175.0	183.0	-0.11358007793860121
Breast-AdenoCA	SP117850	SBS1	325.0	304.0	312.0	-0.017673262521490516
Breast-AdenoCA	SP117850	SBS2	338.0	323.0	323.0	-0.01965468799647
Breast-AdenoCA	SP117850	SBS5	1192.0	972.0	1399.0	0.06948759200789617
Breast-AdenoCA	SP117850	SBS13	208.0	194.0	195.0	-0.027890214754577945
Breast-AdenoCA	SP117127	SBS1	261.0	248.0	254.0	-0.011761110885790281
